Date,Rainfall,Temp,Humidity,Wind Speed,Solar Rad,SO2,NO2,CO,O3,PM2.5,PM10
4/19/2016,0,31.3,69,3.4,496.65,1.9,42.52,1.15,0.68,39.77,66.66
4/20/2016,0,30.8,68,4.7,496.12,1.46,32.64,0.57,0.65,47.11,143.83
4/21/2016,0,30.9,70,4.4,490.51,2.15,8.83,0.51,0.67,47.92,100.47
4/22/2016,0,31.4,69,3.8,499.33,3.06,0.9,1,0.71,48.41,131.51
4/23/2016,0,31.7,68,4,502.33,2.82,0.12,0.83,0.68,45.74,140.99
4/24/2016,0,32.5,64,2.3,509.09,3.59,0.07,0.45,0.65,60.85,209.35
4/25/2016,0,31.9,68,2.8,480.75,2.9,0.05,0.61,0.66,42.71,122.44
4/26/2016,0,31.8,66,2.7,472.95,3.07,49.42,1.77,13.83,79.97,84.3
4/27/2016,0,31.4,71,2.5,470.16,3.2,48.1,2.36,19.65,51.24,77.61
4/28/2016,0,31.6,69,2.6,477.14,3,51.36,2.49,19.92,43.47,79.53
4/29/2016,0,32.1,69,2.3,472.14,3.34,49.39,2.83,16.13,54.3,83.94
4/30/2016,0,32.1,67,2.4,468.73,2.46,48.68,3.13,13.98,59.53,71.21
5/1/2016,0,29.5,68,3,435.43,1.33,40.43,0.72,0.65,45,77.5
5/2/2016,10,26.4,69,4.3,443.09,4.97,37.04,1.4,0.79,76.39,91.26
5/3/2016,0,28.7,71,2.3,469.55,2.61,45.48,2.31,0.78,81.02,98.74
5/4/2016,0,28.5,64,4.7,479.32,6.78,34.28,2.1,0.75,54.91,75.85
5/5/2016,0,28.7,67,2,483.1,4.16,35.43,2.12,0.86,94.4,130.44
5/6/2016,0,28.3,66,3,478.83,5.46,48.23,2.08,0.93,86.94,126.52
5/7/2016,0,26.3,78,5,459.84,3.24,50.96,2.52,0.93,71.63,107.05
5/8/2016,11,28.8,66,3,477.15,4.06,67.03,2.04,0.93,55.53,88.08
5/9/2016,0,29.2,72,0,494.89,5.09,48.45,1.56,0.8,70.69,110.85
5/10/2016,2,30.7,65,2,503.91,3.67,56.82,2.18,0.72,97.92,178.55
5/11/2016,0,31.2,63,2,511.26,13.74,59.74,4.32,0.77,84.12,121.28
5/12/2016,0,28.4,72,4,489.45,16.8,50.37,1.55,0.82,92.01,128.8
5/13/2016,17,25.2,83,2.3,452.5,1.04,37.02,1.46,0.82,50.88,73.39
5/14/2016,29,28.8,78,3.5,474.08,5.92,40.49,1.22,0.72,73.37,79.15
5/15/2016,2,30.5,74,2.5,499.72,3.85,45.05,1.07,0.72,44.3,68.52
5/16/2016,0,31.3,71,3.7,503.7,1.14,47.52,0.66,0.81,33.9,40.12
5/17/2016,0,31.2,71,4.3,502.81,1.47,43.82,0.6,0.77,27.47,40.98
5/18/2016,0,28.7,77,2,482.92,3.28,72.5,0.78,0.74,44.01,66.31
5/19/2016,22,27.3,80,5.5,465.65,6.67,50.77,0.67,0.7,35.16,47.24
5/20/2016,1,25.8,89,2,453.04,5.78,34.92,0.57,0.69,33.01,38.23
5/21/2016,21,24.7,90,8,439.28,6.84,31.78,0.73,0.73,22.43,39.9
5/22/2016,52,29,78,0,472.8,7.13,31.21,1.26,0.74,57.87,93.13
5/23/2016,0,30.6,73,2.5,493.69,3.41,46.73,1.1,0.74,45.7,72.34
5/24/2016,0,27.8,83,0,457.99,5.37,40.67,1.21,0.7,48.31,84.81
5/25/2016,5,27,81,2.5,459.3,3.58,46.47,1.11,0.68,65.17,88.05
5/26/2016,19,28.6,75,3.5,472.53,4.44,50.35,1.21,0.68,59.97,101.46
5/27/2016,3,28.7,75,2,480.51,5.72,50.19,1.81,0.74,61.6,100.2
5/28/2016,4,26.6,85,2,457.02,8.78,46.76,2.71,0.78,98.64,195.91
5/29/2016,14,28.5,78,0,447.67,6.48,48.4,2.43,0.7,64.8,107.76
5/30/2016,0,30.1,68,3,448.42,5.28,32.23,1.44,0.69,13.83,139.35
5/31/2016,0,28.6,79,2,442.88,4.76,35.36,3.52,0.69,65.88,100.78
6/1/2016,3,29.5,75,2,446.47,3.99,45.79,2.65,0.72,49.03,110.25
6/2/2016,0,31.3,65,2,461.91,7.45,24.95,1.63,0.72,36.34,103.89
6/3/2016,0,31.5,68,3,465.86,4.04,27.08,0.71,0.71,41.25,71.1
6/4/2016,0,31.5,69,3,466.77,3.14,30.52,1.46,0.68,50.93,73.18
6/5/2016,0,30.1,73,2,456.25,5.84,29.7,3.59,0.7,53.02,69.03
6/6/2016,0,29.3,81,2.5,440.38,2.68,27.89,2.09,0.72,54.87,70.15
6/7/2016,46,27.3,87,2,441.74,3.27,28.19,1.92,0.74,51.51,49.02
6/8/2016,20,29.7,76,2.5,483.02,1.86,28.29,1.33,0.69,49.37,64.91
6/9/2016,0,28.5,82,2,475.47,8,31.2,1.54,0.75,4.74,45.87
6/10/2016,27,30.9,71,2.5,497.21,16.23,36.44,1.46,0.67,37.13,48.95
6/11/2016,0,27.2,84,0,475.21,11.3,31.92,0.87,0.68,25.33,71.34
6/12/2016,75,26.5,86,2,453.93,4.42,33.61,0.86,0.68,35.55,70.55
6/13/2016,12,27.7,81,2,464.6,2.78,31.04,0.88,0.68,43.28,70.97
6/14/2016,0,28.6,84,2,477.22,4.36,35.58,0.55,0.69,17.46,80.21
6/15/2016,3,29.6,81,0,483.74,4.27,38.3,0.92,0.75,7.15,85.65
6/16/2016,12,30.5,74,3,478.65,42.65,41.09,0.67,0.78,4.12,136.32
6/17/2016,0,29.9,76,2,489.6,93.31,35.41,1.14,0.74,23.73,61.91
6/18/2016,4,29.3,77,3.3,481.66,12.19,37.83,0.8,0.67,53.11,47.31
6/19/2016,2,30.2,75,3.5,480.83,4.83,33.79,1.11,0.76,47.56,49.93
6/20/2016,0,30.7,71,2,485.6,1.62,29.87,1.12,0.75,40.76,36.83
6/21/2016,0,30.1,76,2,484.68,0.56,27.8,1.53,0.72,4.65,29.38
6/22/2016,2,29.9,77,2,484.5,0.87,37.5,0.96,0.87,33.95,29.44
6/23/2016,1,30,79,2,485.32,2.87,37.9,0.97,0.94,26.84,32.28
6/24/2016,0,30.9,72,3,492.49,3.16,35.61,0.98,0.98,24.55,37.58
6/25/2016,0,31.5,69,2,478.51,7.32,30.2,0.91,1.2,37.53,39.26
6/26/2016,3,31,74,2,423.41,3.86,29.26,1,1.13,52.36,51.16
6/27/2016,2,31.2,69,2,421.88,2.07,32.02,0.55,1.01,13.48,44.7
6/28/2016,0,31.4,69,2.5,420.93,1.71,44.7,1.3,0.97,5.58,49.68
6/29/2016,0,31.3,72,2,421.79,3.58,31.81,2.2,0.98,6.77,51.79
6/30/2016,0,30.9,74,2,416.04,5.16,31.71,1.23,0.89,22.04,44.85
7/1/2016,2,30,78,2.5,410.04,4.41,35.98,1.36,1.2,20.1,57.05
7/2/2016,5,29,85,2.3,402.62,4.72,34.58,0.6,0.81,18.45,38.47
7/3/2016,36,28.1,90,3,394.06,5.97,34.78,1.17,0.81,25.12,32.04
7/4/2016,58,28,88,2,389.72,3.7,34.45,1.34,0.79,45.22,17.59
7/5/2016,14,27,92,2,383.79,3.37,30.08,1.49,0.63,52.07,13.73
7/6/2016,51,27.3,91,0,411.3,3.72,25.52,1.33,0.76,35.67,22.78
7/7/2016,30,30.2,79,2.5,437.96,2.71,27.48,0.93,0.79,26.12,26.26
7/8/2016,0,30.5,74,3,458.9,2.43,27.34,0.81,0.88,29.03,17.24
7/9/2016,0,29.8,78,2.8,446.73,2.51,29.71,1.21,0.97,39.38,20.63
7/10/2016,0,29.4,78,2.6,435.09,1.62,33.46,1.05,0.74,45.59,21.79
7/11/2016,1,30,75,2.2,445.85,4.85,30.01,1.09,1.69,42.18,25.81
7/12/2016,10,29.9,77,3.3,456.83,2.18,32.29,1.03,0.82,41.88,21.89
7/13/2016,0,29.6,84,2,453.15,5.42,30.64,0.9,1.01,46.35,37.02
7/14/2016,21,30.3,77,2,465.2,1.97,32.98,0.98,0.9,34.31,38.19
7/15/2016,0,29,83,2,454.99,2.56,31.57,1.21,0.85,6.3,36.96
7/16/2016,22,27,91,2.5,436.3,3.18,36.07,1.55,0.82,6.45,17.29
7/17/2016,9,28.4,84,2.8,448.86,2.86,33.74,0.43,1.29,30.08,51.28
7/18/2016,13,28,89,2,441.46,3.95,33.49,0.66,1.24,21.71,9.08
7/19/2016,8,28.1,88,2,446.71,3.53,45.03,1.08,1.25,27.43,9.18
7/20/2016,1,29.2,85,2.3,442.01,4.22,30.14,0.73,1.1,35.09,57.47
7/21/2016,1,28.9,83,2,428.31,3.16,34.41,1.22,1.01,6.48,104.85
7/22/2016,3,27.5,87,2,417.06,3.05,35.96,1.22,0.81,7.48,54.95
7/23/2016,35,27.8,86,2.5,418.49,3.04,33.57,1.45,0.75,6.97,60.88
7/24/2016,11,28.7,81,2.3,426.16,3.99,31.3,1.15,1.01,7.22,35.26
7/25/2016,3,27.9,82,2.5,416.76,2.87,29.5,1.4,0.88,6.41,49.91
7/26/2016,16,27.8,80,3,417.55,2.54,32.1,1.29,0.77,6.64,52.05
7/27/2016,1,29.6,76,2.5,393.33,2.97,30.59,0.73,0.91,6.35,52.31
7/28/2016,0,29.7,78,2,383.34,4.89,28,0.92,1.07,6.17,50.94
7/29/2016,0,29,85,0,375.75,3.53,29.9,1.49,1.15,6.23,162.84
7/30/2016,0,28.9,83,2,371.42,6.49,28.48,1.85,1.24,35.24,74.38
7/31/2016,54,29.7,76,0,398.5,4.79,38.01,0.56,7.07,21.51,58.37
8/1/2016,1,29.5,79,2.7,367.29,3.82,34.52,0.64,1.04,11.91,58.61
8/2/2016,10,29.7,76,3,370.28,3.88,40.81,0.64,1.03,6.04,36.81
8/3/2016,4,30.7,70,2.3,375.52,3.03,41.19,0.84,0.83,62.16,38.69
8/4/2016,0,31.1,68,3,381.1,3.86,37.3,0.98,0.92,122.63,19.03
8/5/2016,0,29.8,74,3.3,372.3,3.57,47.53,0.62,1.02,68.64,29.02
8/6/2016,1,29,77,2.5,351.51,3.69,58.31,1.05,0.9,94.59,28.63
8/7/2016,0,29.2,79,2.7,297.33,3.27,47.74,1.12,0.85,28.08,33.25
8/8/2016,0,29.5,77,2,304.11,3.7,46.47,0.97,1.15,6.29,30.74
8/9/2016,1,27.9,81,2.4,301.27,2.69,40.98,0.88,0.97,6.24,24.94
8/10/2016,5,26.9,90,4,292.09,3.82,43.78,1.19,0.82,73.45,30.83
8/11/2016,21,28.6,84,2,394.42,3.99,46.44,1.21,0.73,6.3,16.57
8/12/2016,3,30.3,77,2,489,2.57,37.67,1.05,1.35,5.94,24.54
8/13/2016,0,29.6,82,0,489.94,2.56,41.17,1.52,1.64,27.29,35.19
8/14/2016,11,29.8,83,0,491.69,2.29,41.14,1.52,1.77,22.8,22.9
8/15/2016,2,30.6,76,2,487.67,2.14,42.94,1.01,2.05,24.28,22.25
8/16/2016,1,29.5,79,2.3,451.08,1.64,44.53,1.07,2.51,32.56,42.89
8/17/2016,26,29.2,75,3.5,484.73,0.94,39.76,0.61,2.36,22.8,38.61
8/18/2016,0,29.8,77,2,488.15,2.34,22.47,0.45,2.44,64.5,39.56
8/19/2016,12,30.7,73,2.5,499.14,1.12,22.39,0.52,2.42,28.67,37.32
8/20/2016,0,30.6,78,2.5,497.84,2.23,36.67,0.95,2.47,42.13,45.51
8/21/2016,2,26.8,87,4.3,469.85,4.11,47.76,1.6,2.54,51.13,73.01
8/22/2016,17,28.6,73,2.5,477.57,1.44,42.18,1.62,2.58,38.99,57
8/23/2016,0,29.4,76,0,493.87,2.61,32.26,1.93,2.76,39.1,62.38
8/24/2016,0,31.1,74,2,508.23,4.76,32.11,2.01,2.33,41.1,74.4
8/25/2016,0,31,76,0,513.43,1.98,34.65,1.14,2.17,39.68,68.42
8/26/2016,33,29.7,81,1,479.77,2.16,40.96,1.35,1.4,33.05,66.97
8/27/2016,0,30.8,75,2,496.83,4.82,28.61,0.44,1.16,33.81,49.34
8/28/2016,11,28.3,86,2,480.25,2.97,28.19,0.97,1.12,36.9,50.77
8/29/2016,10,30.1,77,0,489.92,4.04,26.4,0.77,0.97,39.21,53.96
8/30/2016,0,31.2,73,2,498.87,2.39,22.98,0.3,1.02,27.23,43.82
8/31/2016,0,30,77,2,490.04,1.85,23.7,0.17,1.14,30.02,32.64
9/1/2016,0,29.1,83,2,482.2,1.71,23.15,0.54,0.94,27.37,28.75
9/2/2016,2,29.7,83,2,485.51,1.81,14.3,0.91,0.93,48.4,62.69
9/3/2016,1,29.1,83,0,477.54,2.18,10.77,0.92,0.94,62.36,67.01
9/4/2016,5,29.3,81,2,482.39,2.08,20.44,0.84,0.93,52.02,75.31
9/5/2016,11,28.3,85,3,476.23,2.33,21.96,0.62,0.92,69.34,101.89
9/6/2016,4,28.8,84,2.3,478.22,2.18,23.12,0.72,0.85,47.79,78.11
9/7/2016,5,29.2,80,2,482.26,2.21,22.53,0.8,0.86,41.55,74.8
9/8/2016,0,29.8,77,3,486.21,1.29,21.26,1.19,0.79,44.86,77.26
9/9/2016,0,30.4,72,2.3,488.94,1.69,26.75,0.95,0.91,63.16,94.91
9/10/2016,0,30.2,75,2,485.35,1.46,26.46,1.46,1.1,55.01,84.69
9/11/2016,0,28.9,81,2,475.27,1.87,26.86,1.11,0.89,58.39,87.39
9/12/2016,3,28.4,87,0,464.59,1.95,29.35,0.56,0.78,54.75,81.67
9/13/2016,26,26.7,94,0,452.33,3.18,15.49,1.25,0.94,45.67,74.23
9/14/2016,12,28.6,83,2.3,469.44,3.52,14.23,1.24,1.09,52.66,81.27
9/15/2016,0,30,77,2,484.51,2.59,14.84,0.96,0.94,61.3,93.35
9/16/2016,0,30.2,76,0,483.08,2.28,15.85,1.26,0.93,56.34,99.55
9/17/2016,0,29.6,79,2,481.31,2.21,16.06,0.89,0.91,48.53,132.11
9/18/2016,12,29.6,80,2,484.48,3.12,13.71,0.37,1.15,29.21,32.95
9/19/2016,0,27.9,89,0,470.95,6.64,13.13,0.55,0.96,44.44,36.29
9/20/2016,2,27.7,88,2,466.04,2,12.13,0.53,1.1,38.74,41.44
9/21/2016,0,28.3,90,0,468.72,4.62,10.72,1.31,0.85,46.68,36.51
9/22/2016,4,28.1,85,2,470.99,3.37,9.1,1.61,1.05,27.79,72.93
9/23/2016,0,29.4,76,2,481.08,1.5,8.23,1.87,0.98,41.2,72.45
9/24/2016,0,27.8,88,2,465.58,2.21,10.35,1.05,0.99,64.47,47.16
9/25/2016,27,29.7,77,2,478.52,1.97,24.22,0.76,1.28,75.85,45.44
9/26/2016,1,27.7,88,2,465.12,5.57,24.92,0.85,1.13,79.77,72.78
9/27/2016,20,30.1,79,0,479.66,5.61,23.71,2.29,0.84,64.79,108.88
9/28/2016,0,28.3,88,0,463.32,3.18,25.96,1.41,0.9,43.51,86.64
9/29/2016,1,29.7,80,2,477.09,4.15,25.31,0.48,1.02,54.51,65.2
9/30/2016,2,30.2,76,2,486.59,2.99,26.3,0.25,1.03,60.96,43.4
10/1/2016,0,29.2,81,2,475.38,4.32,18.49,1.39,0.95,67.32,75.6
10/2/2016,0,29.2,83,2,470.22,3.24,17.61,0.54,0.92,47.76,56.8
10/3/2016,0,30.1,78,2,478.41,4.55,24.45,1.04,1.16,59.46,70.31
10/4/2016,0,31.1,73,2,489.06,1.13,23.03,1.35,1.3,70.95,93.84
10/5/2016,0,28.9,78,0,469.02,1.49,17.04,1.59,1.01,61.08,74.6
10/6/2016,0,27.6,90,2,464.12,5.39,16.35,1.92,0.94,35.95,71.16
10/7/2016,5,28.3,85,2,470.49,10.32,11.86,1.63,1.14,32.26,92.49
10/8/2016,0,28.9,82,2,474.69,3.27,12.8,1.03,1.11,33.7,77.69
10/9/2016,0,28.8,81,2,475.67,1.79,17.01,0.51,1.01,44.12,45.61
10/10/2016,0,28.9,78,2,472.7,1.55,18.23,0.42,1.2,45.68,45.93
10/11/2016,0,26.7,83,2.3,451.6,1.21,18.05,0.63,0.94,41.8,33.08
10/12/2016,1,27.2,84,2,456.58,2.49,18.11,0.94,0.85,40.81,38.96
10/13/2016,3,27.8,81,2,465.43,6.74,16.66,1.21,1.08,31.69,88.68
10/14/2016,3,28.6,69,2.3,469.49,1.83,18.14,0.65,1.13,65.73,93.02
10/15/2016,0,29.1,65,2,476.03,2.95,19.27,1.27,0.9,79.11,108.85
10/16/2016,0,29.7,61,4,483.44,2.87,28.29,1.77,0.88,88.93,97.71
10/17/2016,0,30.2,69,2,487.47,2.05,25.02,0.84,1.1,66.41,94.44
10/18/2016,0,29.5,73,0,483.43,6.49,26.73,1.52,1.36,45.28,117.93
10/19/2016,0,30.4,69,2,480.91,2.33,27.16,1.53,1.27,44.87,102.62
10/20/2016,0,29.9,61,2,374.64,2.89,30.19,0.77,1.47,57.76,97.03
10/21/2016,0,29.4,61,2,411.33,3.08,35.4,0.67,1.88,72.83,93.96
10/22/2016,0,28.5,63,2,471.67,1.81,29.93,1.03,1.45,75.65,115.96
10/23/2016,0,28.4,57,5,476.94,5.46,34.69,1.08,1.43,84.08,112.67
10/24/2016,0,28.1,64,2,437.51,2.08,42.64,0.8,1.81,102.69,107.36
10/25/2016,0,28.8,66,2,463.36,2.5,41.49,0.91,2.15,101.32,112.61
10/26/2016,0,28.9,65,2,435.55,4,45.36,1.69,1.97,102.58,119.58
10/27/2016,0,25.8,87,2,451.69,4.72,37.5,1.17,1.63,89.43,71.52
10/28/2016,46,26.6,86,2,454.11,3.38,34.2,0.97,1.47,83.57,64.97
10/29/2016,7,26.9,82,2,462.7,10.4,30.05,1.81,2.36,66.5,70.29
10/30/2016,10,27.5,81,0,460.28,5.01,21.28,2.23,3.68,55.09,87.12
10/31/2016,1,28.2,82,2,474.01,6.36,15.82,1.48,1.67,53.6,113.56
11/1/2016,0,29.1,74,2,487.96,21.4,36.99,3.14,3.37,36.01,117.98
11/2/2016,0,29.5,70,2,491.65,39.19,42.5,3.66,13.44,70.83,89.6
11/3/2016,0,29.1,70,0,484.5,6.6,36.44,2.19,14.96,77.43,80.74
11/4/2016,1,25.1,88,0,446.5,5.57,29.57,1.51,19.99,73.9,78.58
11/5/2016,3,22.5,93,2.5,421.85,8.03,35.39,1.31,22.72,97.22,39.27
11/6/2016,21,22.8,87,3,411.82,6.4,36.04,1.27,29.66,88.46,41.72
11/7/2016,0,23.7,83,2,429.67,4.73,35.11,1.09,31.99,89.14,77.3
11/8/2016,0,24.5,79,0,439.88,8.26,29.56,1.32,36,99.21,127.02
11/9/2016,0,24.8,75,0,447.69,8.72,34.25,2.2,40.74,80.73,129.86
11/10/2016,0,24.5,73,2,445.1,2.04,36.88,1.82,44.29,104.51,146.85
11/11/2016,0,24.1,73,0,443.97,6.64,37.85,1.62,48.09,88.46,228.88
11/12/2016,0,24.2,74,2,444.43,7.27,38.9,2.79,48.98,86.59,194.24
11/13/2016,0,24.9,74,0,454.11,12.27,39.79,3.66,53.88,105.22,210.15
11/14/2016,0,24.6,63,2,449.71,6.95,44.06,3.27,54.88,123.28,177.67
11/15/2016,0,24.6,61,3,442.67,4.62,34.25,2.12,60.15,88.03,198.51
11/16/2016,0,24.9,63,2,442.99,2.92,28.95,1.1,61.13,108.13,163.94
11/17/2016,0,24.1,59,2,441.26,3.04,31.13,1.43,63.49,118.2,142.54
11/18/2016,0,23.3,68,2,434.83,6.48,30.36,2,63.48,98.25,154.08
11/19/2016,0,23,69,2,433.75,27.31,31.02,3.43,66.19,92.29,140.98
11/20/2016,0,23,73,0,434.8,5.84,33.21,2.41,68.12,99.5,18.37
11/21/2016,0,23,69,0,434.13,12.41,41.27,3.06,70.64,97.16,363.05
11/22/2016,0,22.6,70,2,431.36,4.68,31.54,2.21,71.33,90.56,349.29
11/23/2016,0,22.8,73,2,431.67,11.18,36.95,3.66,74.74,122.08,371.86
11/24/2016,0,23,72,2,436.08,17.21,41.38,3.42,76.54,130.96,399.35
11/25/2016,0,22.8,71,2,433.96,8.46,35.58,2.86,78.61,106.77,380.05
11/26/2016,0,22.6,74,2,432.64,12.47,46.02,2.29,81.71,120.56,366.7
11/27/2016,0,22.4,72,0,433.57,10.61,40.07,3.01,81.07,185.07,143.09
11/28/2016,0,23.1,72,0,434.51,8.8,39.56,2.33,81.75,162.17,140.36
11/29/2016,0,23.1,74,2,435.55,9.97,36.12,1.79,81.71,131.19,104.22
11/30/2016,0,22.9,74,2,437.04,9.57,43.67,1.41,81.99,148.42,184.91
12/1/2016,0,23.3,76,2,438.46,8.93,34.04,2.08,81.56,160.08,97.39
12/2/2016,0,23.5,75,2,439.28,10.21,31.2,3.07,85.7,151.95,85.84
12/3/2016,0,23.8,67,2,439.66,15.89,26.99,1.78,84.37,118.83,87.55
12/4/2016,0,24.1,66,2,435.11,3.58,34.86,1.24,84.84,112.33,104.34
12/5/2016,0,22.8,76,2,422.21,3.12,41.2,2.03,83.53,133.42,106.13
12/6/2016,0,22.8,71,2,419.95,5.71,34.99,1.77,85.56,158.18,96.87
12/7/2016,0,22.1,70,2,429.02,23.77,51.33,2.41,91.2,132.22,80.37
12/8/2016,0,22,65,2,429.82,4.81,35.65,2.42,80.12,80.89,30.14
12/9/2016,0,21.8,71,2,411.48,8.73,33.68,1.65,84.55,78.88,31.25
12/10/2016,0,21.3,70,2,404.28,5.88,29.41,1.12,91.3,102.69,33.36
12/11/2016,0,21.7,65,2,406.34,5.12,27.97,0.96,75.7,116.75,63.16
12/12/2016,0,21.5,62,2,405.66,5.07,30.72,1.25,89.22,151.3,127.35
12/13/2016,0,20.3,69,2,394.42,5.67,38.26,1.85,99.83,157.02,120.98
12/14/2016,0,19.8,74,2,385.67,4.52,40.58,1.77,96.73,143.85,191.81
12/15/2016,0,20.3,73,2,389.72,4.12,39.79,2.65,97.57,152.77,90.67
12/16/2016,0,20.1,73,0,393.89,8.53,45.43,3.79,82.62,169.69,109.32
12/17/2016,0,21,72,2,402.68,12.98,39.89,3.77,99.4,149.74,78.92
12/18/2016,0,21.5,71,2,404.78,14.62,38.39,1.93,94.01,133.37,66.78
12/19/2016,0,21.3,75,2,403.01,12.34,37.81,2.7,99.08,154.36,216.76
12/20/2016,0,21.3,66,2,405.61,16.38,46.7,2.92,96.02,141.58,308.55
12/21/2016,0,20.9,63,2,397.94,6,42.2,2.47,99.45,136.6,96.04
12/22/2016,0,21.4,75,0,404.31,5.43,41.8,3.28,94,127.48,88.21
12/23/2016,0,21.8,76,2,416.5,14.18,38.89,7.97,97.11,140.12,96.42
12/24/2016,0,21.8,76,0,418.94,20.74,30.29,3.72,99.4,125.46,82.4
12/25/2016,0,22.3,78,0,425.06,15.37,0.14,2.97,98.56,133.45,101.69
12/26/2016,0,22.6,78,2,423.39,16.85,0.13,4.55,90.52,146.53,93.83
12/27/2016,0,21.5,72,2,410.21,8.61,85.09,1.58,92.38,148.17,80.98
12/28/2016,0,20.1,81,2,391.13,4.56,97.28,1.4,80.18,162.67,89.12
12/29/2016,0,20.7,80,2,393.64,4.86,124.16,0.91,73.98,179.73,78.1
12/30/2016,0,20,75,0,396.83,8.49,132.68,1.15,65.21,146.3,80.64
12/31/2016,0,19.7,80,0,386.85,3.67,67.04,1.52,47.88,160.735,214.99
1/1/2017,0,20.6,78,0,385.57,6.99,1.4,4.02,39.54,175.17,349.34
1/2/2017,0,21,72,2,256.87,29.02,130.79,1.49,1.7,138.18,329.42
1/3/2017,0,21.6,67,2,253.2,17.17,122.56,1.11,1.75,127.95,305.38
1/4/2017,0,20.7,66,2.5,256.26,33.69,95.04,1.45,2.07,141.88,87.47
1/5/2017,0,18.7,83,2.3,398.75,4.05,80.09,1.73,1.44,142.45,92.14
1/6/2017,0,18,81,2,372.64,2.39,4.07,1.17,2.03,128.35,72.84
1/7/2017,0,18.9,73,2,378.39,5.38,0.36,0.88,2.02,143.49,204.54
1/8/2017,0,19.7,66,2,396.93,7.99,0.19,1.64,2.14,178.86,227.15
1/9/2017,0,20.2,63,2,407.2,11.83,0.17,2.3,1.74,151.34,228.95
1/10/2017,0,19.8,59,3,392.6,12.35,1.07,1.72,2.09,171.58,303.92
1/11/2017,0,19.4,67,2,386.33,8.88,77.38,1.94,1.46,155.38,264.25
1/12/2017,0,19.3,47,2.7,385.11,7.31,103.99,1.78,1.69,148.65,245.89
1/13/2017,0,17.4,41,2.5,364.98,6.1,0.07,1.2,1.95,154.04,248.16
1/14/2017,0,17.2,43,2,358.4,5.67,0.49,0.2,2.27,149.62,266.6
1/15/2017,0,18.6,56,2,373.47,12.98,0.64,0.83,1.53,192.45,255.27
1/16/2017,0,18.2,58,2,379.67,13.49,0.97,0.91,6.44,73.2,135.06
1/17/2017,0,18.1,65,1.5,385.4,21.49,0.06,1.84,5.74,228.88,232.88
1/18/2017,0,19.8,62,2,391.48,18.27,0.05,2.59,5.46,228.1,241.11
1/19/2017,0,21.5,55,2,401.11,13.88,0.44,0.83,4.5,171.93,189.8
1/20/2017,0,20.3,51,2,398.58,10.13,0.22,0.99,3.54,161.2,186.58
1/21/2017,0,20.6,57,3,396.93,14.29,121.57,1.29,3.99,159.45,189.08
1/22/2017,0,21.3,60,2,385.75,14.94,124.77,1.66,3.97,71.86,207.09
1/23/2017,0,20.6,61,3,419.1,7.88,96.19,2.65,4.48,170.77,198.86
1/24/2017,0,21.6,62,2,410.16,3.9,115.83,4.29,5.11,148.03,207.79
1/25/2017,0,21.3,67,0,418.29,5.49,119.78,2.38,5.68,84.33,263.19
1/26/2017,0,22.6,61,2,427.57,8.27,122.85,3.25,5.99,150.61,241.78
1/27/2017,0,21.6,71,0,423.13,16.18,147.39,2.75,5.04,237,366.03
1/28/2017,0,22.2,67,2,415.07,3.98,0.06,1.52,4.44,191,250.96
1/29/2017,0,20.8,58,2,397.98,4.68,0.09,0.98,5.49,78.67,142.01
1/30/2017,0,20.4,64,2,398.27,6.81,93.92,0.63,4.75,120.35,157.52
1/31/2017,0,20,67,2,402.1,7.6,99.64,1.52,5.1,157.48,198.52
2/1/2017,0,21.2,62,1.5,409.22,3.99,63.62,3.12,5.51,165.83,218.78
2/2/2017,0,20.4,61,2,398.25,3.95,55.91,0.74,5.48,134.86,190.9
2/3/2017,0,20,73,3,388.52,5.83,50.58,0.92,3.88,140.53,211.11
2/4/2017,0,21.6,69,1,416.95,5.46,56.51,2.07,4.26,95.17,203.39
2/5/2017,0,23.8,55,2,439.43,7.87,57.66,2.04,5.17,221.33,191.21
2/6/2017,0,23.6,59,0,438.59,11.31,58.95,2.87,5.06,225.67,314.92
2/7/2017,0,23.8,55,1.3,433.77,4.99,37.39,0.7,5.9,161.28,137.66
2/8/2017,0,22.6,46,2,423.79,8.29,54.48,0.88,4.99,191.05,166.34
2/9/2017,0,20.9,58,1.5,416.86,7.49,53.96,1.2,5.37,221.16,213.41
2/10/2017,0,21.7,60,2,422.89,11.44,62.33,1.99,5.77,162.03,451.79
2/11/2017,0,22.5,65,2,428.54,8.12,60.39,1.93,5.41,167.29,313.7
2/12/2017,0,23.8,49,0,436.25,3.16,64.29,0.44,4.18,12.49,207.28
2/13/2017,0,23.5,55,2,437.2,15.46,60.42,1.65,5.39,65.2,130.08
2/14/2017,0,23.6,60,0,437.18,11.19,61.99,2.26,5.35,190.95,191.63
2/15/2017,0,24,51,1.7,422.99,8.68,54.48,2.42,6.87,162.34,160.59
2/16/2017,0,23.8,48,2,380.13,4.45,50.6,1.7,5.78,167.38,272.51
2/17/2017,0,23.8,54,2,375.36,6.64,58.49,1.95,6.19,226.18,211.45
2/18/2017,0,24.5,57,2,381.36,7.22,51.06,0.87,5.96,259.8,195.98
2/19/2017,0,24.5,60,1,385.15,11.22,47.41,2.04,6.26,214.46,310.83
2/20/2017,0,24.8,80,2,375.83,3.98,29.13,0.5,6.23,139.82,305.68
