Date,Rainfall,Temp,Humidity,Wind Speed,Solar Rad,SO2,NO2,CO,O3,PM2.5,PM10
8/14/2014,14,26.7,93,2,455.29,4.29,33.51,1.66,7.34,10.61,19.475
8/15/2014,55,27.7,90,0,448.01,1.59,38.94,1.58,7.88,8.85,15.90875
8/16/2014,10,27.5,88,0,447.08,5.85,41.63,1.35,7.97,9.91,12.3425
8/17/2014,16,28.4,83,2,451.73,4.75,41.97,1.35,8.04,10,8.77625
8/18/2014,0,28.8,84,0,451.2,2.28,38.7,1.41,7.89,8.93,5.21
8/19/2014,17,27.9,87,2,386.4,2.63,20.95,2.05,7.87,50.78,7.07
8/20/2014,75,28.6,85,2,393.53,4.43,20.74,2.09,8.66,14.19,21.01
8/21/2014,15,29.5,81,2.5,410.51,2.46,37.39,0.87,6.58,22.09,34.95
8/22/2014,0,28.6,85,2,426.47,6.69,50.44,0.97,5.31,21.89,48.89
8/23/2014,16,28.6,84,2,453.34,3.64,36.8,1.37,5.01,27.51,60.58
8/24/2014,0,29.2,81,2.4,456.84,4.56,28.09,1.31,5.15,29.1,38.13
8/25/2014,0,28.4,84,0,441.94,6.03,27.88,0.57,4.97,30.93,84.62
8/26/2014,0,27.3,90,2,468.17,3.4,35.32,0.61,5.06,29.07,39.11
8/27/2014,15,27.9,90,0,481.54,5.3,44.95,0.75,5.2,19.82,37.62
8/28/2014,9,27.4,87,3,463.31,5.22,26.53,0.58,5.2,21.14,38.54
8/29/2014,13,30.2,73,2,444.27,3.89,26.58,0.64,1.27,36.86,36.49
8/30/2014,0,29.6,77,3,447.26,5.58,23.92,0.9,1.45,48.6,43.14
8/31/2014,49,28,78,3.3,444.03,5.11,28.3,1.05,1.39,34.14,41.67
9/1/2014,1,28.6,74,2.2,422.37,4.04,16.95,1.54,1.44,36.41,40.13
9/2/2014,0,29.5,73,2,414.81,3.83,16.98,0.47,1.41,32.97,36.33
9/3/2014,0,30,72,2,424.84,7.74,14.3,1.18,1.53,48.4,62.69
9/4/2014,0,29.8,72,2,428.82,5.77,10.77,1.19,1.87,62.36,67.01
9/5/2014,1,29.4,73,2,439.86,7.28,10.7,1.22,2.04,60.12,95.23
9/6/2014,0,29.8,70,2,462.6,7.44,11.6,1.5,1.79,80.84,140.47
9/7/2014,0,29.6,72,2.3,477.21,4.45,10.98,1.16,1.4,62.88,112.43
9/8/2014,0,29.4,73,2,505.84,2.58,12.05,0.99,1.25,63.14,120.17
9/9/2014,0,29.8,73,2,530.11,2.74,10.68,1.24,1.44,71.79,126.14
9/10/2014,0,30.3,69,2,530.75,5.69,18.3,2.84,2.24,96.78,153.23
9/11/2014,0,29.9,70,2,409.76,2.25,64.83,0.67,5.85,57.6,100.16
9/12/2014,0,29.9,73,2,429.6,2.94,50.28,1.34,6.03,52.2,93.56
9/13/2014,1,29.9,75,2,419.1,2.37,39.7,0.51,6.69,62.91,108.13
9/14/2014,0,30.5,72,2,395.12,1.82,37.42,1.74,6.22,39.82,72.77
9/15/2014,0,29.7,74,2.5,433.45,2.35,48.6,1.72,5.96,36.83,79.33
9/16/2014,0,29.5,77,2,431.55,2.89,51.02,0.69,6.2,36.79,72.35
9/17/2014,0,29.8,79,2,377.74,3.56,45.73,0.78,6.67,49.2,104.65
9/18/2014,5,30.2,82,2,391.64,2.15,34.64,0.65,6.37,59.36,212.03
9/19/2014,9,28.5,82,2,456.44,2.8,36.38,1.11,6.11,28.48,23.82
9/20/2014,34,26.7,90,2,435.45,2.89,39.78,1.02,5.93,39.59,14.61
9/21/2014,37,28.2,86,2.3,449.18,2.74,32.76,0.7,5.79,25.69,13.56
9/22/2014,10,27.8,88,2.3,444.11,2.65,24.72,1.24,7.18,58,17.47
9/23/2014,35,27.6,84,2,448.43,2.67,25.34,1.44,7.09,28.78,14.18
9/24/2014,0,27.1,87,2,450.3,2.95,39.1,0.89,6.84,41.32,12.91
9/25/2014,18,28.5,77,2,451.5,2.57,32.03,1.4,7.99,48.49,30.03
9/26/2014,0,27.9,80,2,454.17,2.94,32.51,1.32,8.48,73.41,53.62
9/27/2014,4,29.6,74,3.7,444.59,2.75,37.75,1.73,8.4,76.36,48.74
9/28/2014,0,29.8,71,2,419.11,2.95,42.13,2.19,7.38,76.43,44.48
9/29/2014,0,28.6,77,0,420.75,3.19,67.91,2.6,7.09,67.96,35.42
9/30/2014,1,29.2,77,2,420.19,3.87,71.07,2.11,6.4,67.02,30.55
10/1/2014,0,30.1,70,2,424.68,3.12,62.89,1.33,7.42,74.4,33.08
10/2/2014,0,29.4,74,2,425.37,4.12,67.96,2.4,6.6,76.65,30.52
10/3/2014,0,29.9,72,2,449.08,2.82,57.86,1.83,7.45,54.3,42.31
10/4/2014,0,30,71,2,492.58,2.46,54.25,1.07,6.16,57.57,20.92
10/5/2014,0,30.5,69,2,335.32,2.56,51.29,1.55,6.51,68.41,34.31
10/6/2014,0,30.3,69,2,440.23,3.41,46.72,1.78,7.56,48.98,28.74
10/7/2014,2,29.3,68,2,426.76,3.18,39.37,1.25,7.8,41.41,28.9
10/8/2014,0,29.1,76,0,383.16,2.9,41.32,1.49,7.53,37.2,29.77
10/9/2014,0,29.5,76,2,382.67,3.67,57.49,1.88,6.48,36.32,26.5
10/10/2014,0,29.5,72,2,483.09,2.95,48.59,1.18,7.03,40.17,38.96
10/11/2014,1,26.6,87,3,448.95,3,38.61,1.17,6.1,50.7,43.04
10/12/2014,37,27.8,81,2,449.51,2.9,37,1.28,6.17,46.34,32.29
10/13/2014,0,27.6,84,2.5,449.93,2.69,40.39,1.43,5.67,58.73,32.03
10/14/2014,6,28,85,2,454.31,2.74,36.59,1.65,5.82,40.87,37.58
10/15/2014,2,29.2,75,2,468.89,2.96,33.16,1.39,5.95,56.08,34.56
10/16/2014,0,28.9,72,2,433.47,2.65,48.52,2.29,6.51,52.41,37.22
10/17/2014,0,27.5,68,2,469.08,3.28,56.01,2.88,6.22,67.69,47.31
10/18/2014,0,26.4,66,2,457.82,2.97,54.44,1.07,6.92,61.28,43.67
10/19/2014,0,27.1,64,2.3,460.69,3.01,42.93,1.6,7.78,64.57,58.01
10/20/2014,0,27,70,2,464.01,2.8,76.79,2.93,6.13,34.95,49.59
10/21/2014,0,26.9,68,0,467.9,2.7,69.26,1.26,7.67,41.6,48.8
10/22/2014,0,27.7,64,2,461.38,5.2,74.48,3.01,6.35,54.2,58.99
10/23/2014,0,27.1,68,2,458.98,3.16,74.87,2.25,6.23,41.63,64.93
10/24/2014,0,26.7,71,0,455.27,3.39,80.42,1.81,6.77,47.59,77.99
10/25/2014,0,27.2,72,2,444.79,3.5,63.86,2.02,7.05,41.46,91.58
10/26/2014,1,26.4,73,2,434.68,3.37,71.9,2.18,5.65,40.42,96.18
10/27/2014,0,24.5,71,0,399.67,2.99,59.1,6.15,5.74,36.55,82.23
10/28/2014,0,23.4,81,0,356.59,3.23,58.67,2.96,5.65,51.1,103.09
10/29/2014,0,24.5,72,2,364.52,3.19,70.28,2.42,5.83,39.78,67.53
10/30/2014,0,25.2,65,2,373.84,2.74,74.59,1.49,6.01,37.68,103.65
10/31/2014,0,25.2,65,1,375.24,3.56,81.49,2.51,6.5,41.5,114.29
11/1/2014,0,26.3,65,2,362.96,5.89,106.71,2.96,5.74,68.51,108.9
11/2/2014,0,25.9,68,2,418.39,8.11,36.99,1.13,25.78,55.87,133.05
11/3/2014,0,26.7,68,2,286.82,2.84,93.07,0.65,6.37,43.23,157.2
11/4/2014,0,26.8,70,0,271.88,2.61,75.51,2.16,6.42,49.08,146.7
11/5/2014,0,26.2,68,0,270.18,3.66,81.83,1.72,6.39,52.87,137.07
11/6/2014,0,27.5,62,2,268.16,3.98,80.52,1.32,7.04,49.97,130.18
11/7/2014,0,28.3,61,0,268.77,2.93,115.48,1.96,6.27,41.06,157.1
11/8/2014,0,29.2,66,2,270.8,2.73,75.03,1.05,6.94,33.65,165.87
11/9/2014,0,27.4,79,2,264.7,4.3,53.5,0.97,5.88,23.06,194.99
11/10/2014,0,26.3,60,2,393.06,4.6,40.56,1.56,8.5,80.94,219.33
11/11/2014,0,25.6,64,2,365.89,2.85,36.29,1.8,8.59,132.79,280.39
11/12/2014,0,25.5,66,0,338.8,4.17,38.98,2.31,9.2,92.97,230.35
11/13/2014,0,25.4,66,2,332.27,4.93,37.82,3.1,11.52,89.56,202.91
11/14/2014,0,24,56,2,299.45,6.92,43.52,2.42,8.88,123.3,238.27
11/15/2014,0,22.8,58,2,335.52,2.84,49.65,3.3,8.47,181.24,232.36
11/16/2014,0,23.1,64,2,338.43,5.26,42.5,1.76,8.06,141.09,388.24
11/17/2014,0,23.6,71,0,327.5,58.19,37.93,1.76,9.03,186.21,352.99
11/18/2014,0,24.4,69,2,331.66,16.69,35,1.9,9.31,191.54,339.54
11/19/2014,0,24.5,67,1,323.6,21.53,39.32,1.84,11.27,129.48,375.78
11/20/2014,0,24.5,62,2,323.53,45.13,39.9,1.96,11.82,87.72,448.69
11/21/2014,0,23.6,65,2,321.25,26.13,49.57,2.17,7.88,75.67,478.65
11/22/2014,0,22,64,2,324.68,24.65,48.35,3.29,9.9,90.52,532.49
11/23/2014,0,21.8,68,3,323.81,21.73,44.81,2.04,9.9,69.78,471.83
11/24/2014,0,21.5,64,0,322.88,23.66,48.84,1.86,13.35,89.96,545.02
11/25/2014,0,21.5,66,2,320.76,22.15,47.14,2.54,9.45,107.54,591.51
11/26/2014,0,20.9,72,0,251.5,4.51,89.69,2.38,10.22,82.83,572.47
11/27/2014,0,21.6,72,0,240.22,8.58,114.56,4.54,6.53,127.31,556.23
11/28/2014,0,21.2,77,0,239.09,6.42,177.01,2.99,6.02,120.12,461.4675
11/29/2014,0,21.1,70,0,233.86,6.19,118.03,3.96,8.98,139.7,366.705
11/30/2014,0,21.4,78,0,214.86,7.41,94.62,1,5.64,115.33,271.9425
12/1/2014,0,21.4,76,2,235.94,3.08,136.8,1.59,5.92,183.51,177.18
12/2/2014,0,21.7,73,0,236.01,4.08,119.63,1.67,7.26,155.34,177.0485714
12/3/2014,0,21.7,74,0,237.68,4.85,112.67,2.68,6.89,132.09,176.9171429
12/4/2014,0,22.1,77,0,244.43,4.27,115.06,3.69,6.74,158.49,176.7857143
12/5/2014,0,22.3,75,0,245.71,3.96,104.71,3.97,6.19,129.61,176.6542857
12/6/2014,0,23.4,67,2,247.1,4.5,109.77,1.82,6.12,120.03,176.5228571
12/7/2014,0,19.1,83,2,215.65,4.33,66.27,4,6,139.96,176.3914286
12/8/2014,0,18.5,83,2,216.14,3.91,62.47,0.65,7.23,114.41,176.26
12/9/2014,0,18.6,86,0,211.24,4.48,108.66,2.52,6.41,128.68,176.1285714
12/10/2014,0,18.9,87,0,215.44,3.87,150.24,3.93,6.63,185.16,175.9971429
12/11/2014,0,17.5,85,2,205.23,1.7,94,2.45,6.25,150.19,175.8657143
12/12/2014,0,16.4,84,2,195.28,1.42,68.23,2.46,6.77,120.34,175.7342857
12/13/2014,0,17.5,86,0,201.01,2.14,100.76,4.07,6,138.03,175.6028571
12/14/2014,0,19.9,81,2,231.6,2.71,113.87,4.45,5.96,132.05,175.4714286
12/15/2014,0,19.9,81,0,244.64,4.44,111.3,3.83,6.33,141.68,175.34
12/16/2014,0,21.7,67,2.3,244.96,3.15,112.08,2.59,6.28,161.36,192.368
12/17/2014,0,18.7,73,2.5,223.03,1.09,58.03,2.86,6.83,99.91,209.396
12/18/2014,0,16.1,86,2,201.25,1.75,89.3,3.5,5.82,125.05,226.424
12/19/2014,0,17.8,80,2,219.08,2.99,127.06,3.71,5.92,128.43,243.452
12/20/2014,0,19.9,66,2,234.86,2.51,106.04,2.64,6.2,130.05,260.48
12/21/2014,0,20,66,2,234.78,2.79,97.66,2.44,6.53,134.36,361.7
12/22/2014,0,19.3,66,0,232.93,4.01,97.77,2.68,7.38,129.75,375.6645455
12/23/2014,0,18.8,67,2,230.15,4.57,138.9,5.07,7.13,147.94,389.6290909
12/24/2014,0,19.9,67,2,231.42,3.81,133.1,5.22,6.52,140.1,403.5936364
12/25/2014,0,19.4,71,2,232.36,2.42,88.37,3.23,7.43,127.54,417.5581818
12/26/2014,0,14.1,89,2.3,189.91,1.81,85.27,1.22,5.66,109.46,431.5227273
12/27/2014,0,14.8,86,2,193.33,2.2,85.13,1.9,5.56,111.08,445.4872727
12/28/2014,0,15.9,86,1.5,209.61,2.49,85.09,5.19,6.19,136.32,459.4518182
12/29/2014,0,15.6,87,2,208.31,3.11,97.28,5.28,6.6,177.05,473.4163636
12/30/2014,0,18.2,80,0,222.32,3.06,124.16,3.24,6.05,203.77,487.3809091
12/31/2014,0,19.4,75,0,235.68,5.62,132.68,3.42,5.75,222.81,501.3454545
1/1/2015,0,22.1,71,0,254.06,4.98,132.59,3.17,5.91,205.4,515.31
1/2/2015,0,23.7,71,2,277.67,4.5,130.79,8.12,5.73,200.12,473.83
1/3/2015,0,24.7,73,2,285.07,6.81,122.56,2.71,6.38,295.45,462.5
1/4/2015,1,22.6,78,3,261.1,2.3,95.04,1.92,5.57,127.63,402.0825
1/5/2015,0,19.4,71,2.5,234.28,2.89,80.09,1.39,6.36,75.58,341.665
1/6/2015,0,18.9,64,2.5,228.33,2.43,101.5,1.97,6.58,91.51,281.2475
1/7/2015,0,17.2,69,2,222.28,2.07,96.54,3.32,8.29,121.62,220.83
1/8/2015,0,17.6,69,2,217.67,4.06,118.86,4.03,8.34,138.68,271.03
1/9/2015,0,17.5,78,2,220.13,6.06,108.97,4.86,6.14,163.56,263.36
1/10/2015,0,17.6,72,2,217.18,4.49,98.42,3.63,6.09,143.06,416.27
1/11/2015,0,15.6,77,1.8,258.93,2.27,77.38,4.17,6.04,125.06,312.39
1/12/2015,0,17.1,72,2,345.7,2.89,103.99,4.7,5.64,139.21,276.26
1/13/2015,0,18.7,73,2,380.34,2.68,83.6,3.03,5.86,138.71,292.34
1/14/2015,0,20.3,69,2,401.95,5.54,99.95,2.55,5.73,141.18,361.72
1/15/2015,0,19.7,66,2,407.8,5.45,105.3,1.76,5.99,132.2,322.05
1/16/2015,0,21.3,61,2,416.06,10.62,127.06,2.89,5.66,174.71,277.08
1/17/2015,2,18.2,78,2.3,388.38,4.37,117.99,2.22,5.56,118.1,323.88
1/18/2015,0,14.1,87,2.7,335.95,1.82,67.84,4.28,5.57,98.28,294.755
1/19/2015,0,14.4,86,2.3,338.74,2.15,75.63,2.38,5.59,115.9,265.63
1/20/2015,0,15.1,84,1.5,351.89,2.33,86.55,5.38,5.56,115.48,221.49
1/21/2015,0,16.5,84,2,356.09,4.03,121.57,2.97,5.61,183.77,182.53
1/22/2015,0,19.3,73,1.5,388.07,2.5,124.77,5.88,5.33,155.12,199.42
1/23/2015,0,20.4,64,1.5,400.17,4.47,96.19,4.86,5.66,126.58,282.73
1/24/2015,0,19.8,66,2,406.95,7.16,115.83,3.8,5.62,147.76,203.11
1/25/2015,0,20.5,59,2,408.62,4.91,119.78,2.75,5.51,112.11,167.47
1/26/2015,0,20.5,55,2,404.28,6.07,122.85,1.1,5.64,115.1,138.07
1/27/2015,0,21,63,2.5,407.61,5,147.39,3.46,5.61,117.39,234.81
1/28/2015,0,21.3,63,3,410.16,4.74,151.01,2.99,5.68,128.57,231.52
1/29/2015,0,21.1,62,2.7,412.99,5.5,138.75,2.91,5.63,92.02,221.79
1/30/2015,0,19.1,72,2,392.86,2.61,93.92,3.16,5.57,97.95,362.47
1/31/2015,0,17.8,58,2,259.39,4.3,99.64,5.63,5.48,111.1,327.33
2/1/2015,0,18.1,57,2.3,233.57,6.75,117.63,1.51,5.49,130.9,316.51
2/2/2015,0,19.7,57,2,241.57,4.51,113.08,0.83,5.44,128.84,256.12
2/3/2015,0,20.9,56,0,256.17,8.66,130.89,1.11,5.6,136.17,236.12
2/4/2015,0,21,63,2,253.84,6.8,139.92,2.47,5.31,118.1,326.01
2/5/2015,0,22.3,57,2,257.39,5.79,153.39,3.1,5.61,165.58,375.11
2/6/2015,0,20.2,55,2.7,249.96,6.83,99.15,3.95,5.29,120.27,387.43
2/7/2015,0,19.4,65,1.5,252.48,4.77,102.96,0.95,5.5,119.31,376.48
2/8/2015,0,20.9,63,2,260.05,4.36,139.91,1.82,5.46,161.64,233.52
2/9/2015,0,21.8,62,3.5,269.62,7.38,124.47,2.14,5.51,190.25,152.53
2/10/2015,0,21.3,63,2.5,268.46,10.11,127.57,6.21,5.61,128.57,215.42
2/11/2015,0,20.2,58,2,264.25,7.67,155.65,5.21,5.5,137.51,260.42
2/12/2015,0,20.1,52,2.5,367.32,11.25,98.77,7.08,5.03,137.57,201.88
2/13/2015,0,20.3,59,2.5,408.13,12.1,114.98,4.59,5.33,147.11,196.72
2/14/2015,0,21.9,56,2,415.48,5.44,119.75,3.99,4.84,126.42,208.37
2/15/2015,4,21.5,65,2,410.45,4.21,95.91,5.94,5.56,116.14,74.39
2/16/2015,0,21.8,59,2,416.12,4.77,105.87,1.43,5.24,123.16,127.31
2/17/2015,0,22.4,59,2,427.68,3.43,144.83,4.41,5.3,170.33,211.45
2/18/2015,0,23.4,67,2,436.62,2.05,95.47,5.49,5.45,159.08,10.63
2/19/2015,2,20.5,75,2,405.99,1.75,84.15,1.85,5.27,61.56,54.98
2/20/2015,11,23.1,74,2,424.69,3.33,90.51,1.33,5.4,110.9,36.05
2/21/2015,0,24.6,68,2,436.02,2.65,88.88,0.66,5.23,133.12,32.16
2/22/2015,0,24.5,73,2,440.02,2.55,78.12,0.93,5.61,95.26,30.68
2/23/2015,0,25.8,67,2,447.67,4.27,107.38,1.32,5.85,122.92,101.84
2/24/2015,0,26.1,61,2,457.88,3.12,80.58,3.64,5.91,101.62,201.59
2/25/2015,0,25.9,75,0,447.27,6.07,79.87,2.98,6.04,86.29,157.07
2/26/2015,0,26.7,67,2.3,452.75,4.29,75.37,3.54,6.08,80.98,133.99
2/27/2015,0,26.4,71,2.3,451.73,2,54.32,2.8,7.71,61.43,152.88
2/28/2015,0,25.9,69,2,453.92,3.36,60.8,1.84,7.73,58.77,188.38
3/1/2015,0,27.5,67,0,466.15,4.8,114.69,4.82,7.31,139.17,173.91
3/2/2015,0,26.4,59,6,448.15,10.59,135.31,3.49,7.17,112.07,190.13
3/3/2015,0,24.8,59,2.5,285.46,6.41,148.1,3.68,6.83,85.13,173.57
3/4/2015,0,22.3,77,2.5,265.86,4.06,139.45,4.47,5.72,86.93,233.59
3/5/2015,4,22.5,56,4,274.29,2.82,142.45,1.89,5.43,89.67,233.95
3/6/2015,0,21.5,52,2.5,287.47,14.86,81.66,1.71,3.09,221.91,361.2
3/7/2015,0,22.3,54,2.5,304.45,18.72,39.7,1.68,3.15,184.61,289.36
3/8/2015,0,24.5,50,2,363.73,4.62,110.72,2.31,6.91,146.64,242.24
3/9/2015,0,25.7,48,2,307.17,5.28,124.1,5.56,7.57,99.28,261.43
3/10/2015,0,25.4,45,2,314.75,5.98,119.03,6.99,7.06,118.45,277.47
3/11/2015,0,24.1,41,3,328.92,7.41,158.44,6.38,8.53,119.79,133.23
3/12/2015,0,24.1,43,2,466.26,4.62,128.34,5.49,10.65,104.71,95.21
3/13/2015,0,24.8,52,2.5,472.51,7.02,146.8,6.16,9.71,144.86,111.47
3/14/2015,0,26.9,46,3,487.07,6.48,131.08,4.67,8.76,156.23,136.85
3/15/2015,0,28.5,42,2.6,490.89,7.02,109.04,3.56,9.28,103.42,169.1166667
3/16/2015,0,26.8,46,3,468.79,4.22,114.23,2.56,7.13,84.56,201.3833333
3/17/2015,0,27.2,55,2,467.5,6.82,105.14,3.5,10.17,81.49,233.65
3/18/2015,0,26.2,56,2,476.04,6.66,107.23,6.75,7.56,92.42,136.53
3/19/2015,0,26.1,45,4,454.05,5.55,139.51,8.97,8.81,103.55,118.5
3/20/2015,0,26.6,34,2,391.26,4.24,107.56,1.77,10.09,86.4,136.24
3/21/2015,0,26.3,46,2,468.59,5.93,121.31,2.2,10.12,94.77,136.14
3/22/2015,0,26.8,46,2,407.86,9.62,116.17,4.64,11.01,126.23,222.07
3/23/2015,0,28.5,48,2,464,9.33,102.13,6.66,11.47,130.37,124.31
3/24/2015,0,29.9,48,2,465.11,11.92,114.79,8.93,11.38,110.79,101.83
3/25/2015,0,29.6,49,2.5,451.68,6.95,125.2,10.35,8.56,113.27,110.93
3/26/2015,0,28,55,2,445.84,7.65,83.85,5.89,9.77,90.53,114.26
3/27/2015,0,29.1,62,2,453.85,5.76,57.82,8.52,10.47,74.34,103.61
3/28/2015,0,29.2,62,2,380.92,2.69,40.99,3.75,10.57,60.44,185.73
3/29/2015,0,28.4,67,2,288.3,3.19,47.15,3.9,8.16,61.51,152.36
3/30/2015,0,28.7,63,2,286.64,1.6,42.23,2.48,10.37,46.65,119.36
3/31/2015,0,26.7,66,2,266.33,4,70.37,1.28,13.52,53.54,105
4/1/2015,0,25.2,74,2.7,258.14,3.51,72.5,5.13,13.75,70.44,114.33
4/2/2015,58,27.1,74,2,362.14,3.06,62.66,6.15,10.47,51.06,103.67
4/3/2015,0,27.9,74,2,455.35,1.05,54.33,5.04,12.69,60.52,103.71
4/4/2015,2,26.9,76,2.8,457.74,2.46,32.95,2.04,16.88,36.3,112.19
4/5/2015,30,24.9,75,2.3,391.64,1.95,72.3,3.2,11.05,48.1,137.17
4/6/2015,21,25.9,71,0,385.79,1.48,76.53,1.53,13.83,49.8,138.46
4/7/2015,0,25.8,75,2,376,1.79,79.85,2.81,14.81,59.25,122.76
4/8/2015,17,26.8,67,2,375.04,0.92,68.04,2.5,23.09,48,106.27
4/9/2015,0,29.1,62,2,433.35,1.59,52.99,4.26,24.97,55.28,95.94
4/10/2015,0,29.9,67,2.7,446.82,0.81,37.69,2.68,25.7,47.3,80.47
4/11/2015,0,30.1,68,2,498.86,0.78,39.39,3.51,17.31,43.92,89.36
4/12/2015,0,28.9,62,2,488.38,1.41,64.55,2.76,16.27,49.22,87.98
4/13/2015,0,28.2,66,2,484.42,2.42,101.5,5.6,12.4,60.83,81.15
4/14/2015,0,29.2,62,2,498.84,2.88,104.29,2.14,18.32,84.98,105.13
4/15/2015,1,30.8,49,2.5,509.85,5.02,118.33,4.53,13.72,95.67,99.79
4/16/2015,0,30,57,2,493.13,2.11,100.08,0.84,19.15,102.83,104.77
4/17/2015,0,29.6,63,4,451.39,2.91,54.39,0.92,30.75,76.06,109.31
4/18/2015,0,29.4,65,4.7,460.86,2.54,52.93,1.07,22.78,60.49,108.3
4/19/2015,15,26.3,74,2.7,399.33,1.59,63.08,5.44,22.72,37.47,135.24
4/20/2015,0,29.4,70,2.7,469.32,0.54,42.04,3.16,13.55,39.54,66.66
4/21/2015,0,30.1,69,3.3,464.98,1.53,29.57,1.93,14.11,25.36,143.83
4/22/2015,0,27.8,71,2.3,440.41,1.99,55.34,3.38,17.5,42.19,100.47
4/23/2015,6,27.4,69,2.7,422.54,1.08,66.77,3.58,17.8,40.16,131.51
4/24/2015,2,27.4,69,3,426.66,1.24,65.9,2.87,20.68,38.19,140.99
4/25/2015,0,23.8,83,5.5,409.14,3.57,65.75,4.28,32.15,38.5,209.35
4/26/2015,14,25.9,76,2,427.28,2.93,85.08,5.67,27.67,63.69,122.44
4/27/2015,0,27.3,66,2,462.42,1.54,74.73,1.99,24.23,79.97,84.3
4/28/2015,0,28,65,2.5,473.18,0.99,48.1,2.67,36.11,51.24,77.61
4/29/2015,0,28.9,63,2,487.86,1.74,51.36,2.79,36.1,43.47,79.53
4/30/2015,0,28.4,69,3.5,482.47,2.86,65.41,2.7,24.88,54.3,83.94
5/1/2015,0,29.1,63,2,487.06,1.51,67.94,2.95,23.92,59.53,71.21
5/2/2015,0,28.9,70,2.7,491.89,0.9,47.02,3.16,16.36,49.8,70.73
5/3/2015,12,30.2,64,2,502.85,1.35,46.87,3.58,14.28,53.53,79.3
5/4/2015,0,30.5,66,2,502.54,1.53,54.9,3.36,25.14,54.47,75.19
5/5/2015,0,31,67,2,498.85,2.42,45.25,1.89,20.61,53.64,60.19
5/6/2015,0,30.8,66,2.5,505.84,1.02,46.27,2.38,22.58,67.32,87.24
5/7/2015,0,27.5,70,2.3,482.4,1.11,66.99,1.15,13.31,71.63,89.48
5/8/2015,8,25.7,68,2.8,423.06,0.9,70.08,1.34,28.98,69.56,74.39
5/9/2015,0,29.8,71,3.3,487.36,1.6,75.63,2.91,22.38,76,72.7
5/10/2015,0,29.8,72,2.6,494.65,0.79,60.04,1.47,12.56,52.54,78.38
5/11/2015,1,27,79,2,455.62,1.53,86.06,5.13,16.27,66.6,112.98
5/12/2015,27,27.2,75,3,459.01,1.05,88.38,6.56,21.42,86.74,95.47
5/13/2015,16,30.7,74,2,433.55,1.46,66.26,1.6,11.96,77.61,100.03
5/14/2015,0,31.7,72,2.5,488.07,1.59,39.95,0.38,11.88,43.02,98.68
5/15/2015,0,28.3,81,2.8,444.19,1.85,42.16,2.44,22.5,30.81,111.45
5/16/2015,46,29.3,73,2,443.66,1.06,49.98,3.54,29.35,40.87,112.49
5/17/2015,1,29.3,69,3.5,458.64,1.64,53.13,2.02,21.27,40.45,82.11
5/18/2015,0,29.6,72,3.5,498.62,1.42,54.13,1.09,16.52,54.84,91.46
5/19/2015,0,30.4,68,2.5,496.92,2.42,113.16,1.65,8.75,71.45,84.5
5/20/2015,0,31.3,67,1.5,511.59,1.05,74.99,1.07,14.69,63.59,141.19
5/21/2015,0,31,71,1.7,513.96,2.16,38.43,0.92,36.04,34.84,53.71
5/22/2015,11,32.1,73,2,518.42,1.06,37.38,2.28,18.12,35.26,54.8
5/23/2015,0,32,68,3.7,523.94,0.48,34.47,2.22,14.7,41.84,75.36
5/24/2015,12,28.4,70,2.5,423.97,1.02,66.6,5.66,12.94,41.89,60.77
5/25/2015,0,30.6,70,4,505.48,0.96,57.29,1.2,12.51,28.01,95.29
5/26/2015,0,29.9,71,3,499.35,1.36,64.74,0.75,10.39,39.08,76.91
5/27/2015,38,29,79,2.4,492.81,1.4,61.83,1.13,8.89,33.19,87.04
5/28/2015,4,29.1,76,2,497.4,1.04,57.4,1.73,8.5,52.8,126.56
5/29/2015,1,29.7,78,2,497.16,1.21,51.89,2.44,10.22,39.54,114.1
5/30/2015,8,29.5,78,2,501.79,1.24,61.05,4.12,11.83,33.74,75.34
5/31/2015,0,31.5,71,2.5,512.79,0.45,31.28,1,10.64,37.35,95.42
6/1/2015,0,31.9,69,2.8,507.51,0.94,37.22,1.69,8.9,69.2,70.65
6/2/2015,0,30.4,71,3,482.26,1.68,64.1,0.88,5.76,63.83,106.14
6/3/2015,20,31.8,68,2,493.21,1.42,27.8,1.24,4.76,37.87,108.07
6/4/2015,0,32.3,65,3,480.43,1.39,23.51,3.42,3.99,32.41,54.97
6/5/2015,0,31.7,68,2,501.19,1.15,24.24,2.48,4.14,31.58,55.93
6/6/2015,0,30.8,74,2.2,500.54,2.88,23.27,2.45,4.46,26.8,49.91
6/7/2015,0,31.4,70,2.6,500.77,2.23,23.46,0.97,3.61,25.44,80.3
6/8/2015,0,31.6,69,2.7,509.27,2.15,23.4,1.09,4.45,25.49,70.67
6/9/2015,0,31.5,70,3.5,507.89,0.75,20.44,1.28,4.38,27.95,48.88
6/10/2015,1,27.8,84,3,478.38,1.81,30.1,0.92,4.35,32.1,66.4
6/11/2015,1,26,86,3,458.67,0.46,43.84,2.24,5.31,39.18,47.63
6/12/2015,63,28.8,80,3,477.31,0.75,35.43,0.84,9.07,29.05,54.89
6/13/2015,8,26.6,87,12,460.83,1.06,41.1,1.09,8.97,27.52,87.81
6/14/2015,38,28.2,80,2.7,470.78,1.2,34.03,1.69,5.7,44.76,56.67
6/15/2015,5,28.4,83,2,474.13,0.64,39.9,1.84,6.03,26.86,60.41
